Object Id,Facility ID,Facility Name,Address,City,State,ZIP Code,Phone Number,County,Country,Latitude,Longitude,Website,Helipad
1526,36777864,CHI ST JOSEPH HEALTH MADISON HOSPITAL,100 W CROSS STREET,MADISONVILLE,TX,77864,(559) 935-6400,MADISON,65,30.942082,-95.91110591,http://www.st-joseph.org/landing.cfm?id=26,Y
1527,14784148,GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,500 FOOTHILL DR,SALT LAKE CITY,UT,84148,(801) 582-1565,SALT LAKE,10,40.75739725,-111.840554,http://www.saltlakecity.va.gov/,Y
1528,12815215,VA MEDICAL CENTER - H.J. HEINZ CAMPUS,1010 DELAFIELD RD,PITTSBURGH,PA,15215,(866) 482-7488,ALLEGHENY,172,40.49517153,-79.88734956,http://www.pittsburgh.va.gov/,N
1529,6901062,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,421 N MAIN ST,NORTHAMPTON,MA,1062,(606) 849-2351,HAMPSHIRE,32,42.34953083,-72.68244039,http://www.centralwesternmass.va.gov/,N
1530,71,SCOTT COUNTY HOSPITAL,201 ALBERT AVE,SCOTT CITY,KS,67871,(620) 872-5811,SCOTT,190,38.46664119,-100.9036514,http://www.scotthospital.net/,Y
1531,16482001,VA MEDICAL CENTER - CHEYENNE,2360 E PERSHING BLVD,CHEYENNE,WY,82001,(307) 778-7550,LARAMIE,186,41.14828213,-104.7855322,http://www.cheyenne.va.gov/,N
1532,17182801,VA MEDICAL CENTER - SHERIDAN,1898 FORT RD,SHERIDAN,WY,82801,(307) 672-3473,SHERIDAN,109,44.82737773,-106.9857364,http://www.sheridan.va.gov/,N
1533,16098661,VA MEDICAL CENTER - VANCOUVER CAMPUS,1601 E 4TH PLAIN BLVD,VANCOUVER,WA,98661,(360) 696-4061,CLARK,105,45.63663819,-122.6572493,http://www.portland.va.gov/,N
1534,6002401,VA MEDICAL CENTER - BROCKTON DIVISION,940 BELMONT ST,BROCKTON,MA,2401,(281) 293-7774,PLYMOUTH,79,42.06302243,-71.05393559,http://www.boston.va.gov/,N
1535,16123225,HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,1201 BROAD ROCK BLVD,RICHMOND,VA,23225,(804) 675-5000,RICHMOND CITY,135,37.49807429,-77.46768488,http://www.richmond.va.gov/,Y
1536,9675010,SELECT SPECIALTY HOSPITAL - DALLAS,2329 PARKER ROAD,CARROLLTON,TX,75010,(469) 892-1400,DALLAS,176,33.04566135,-96.86485975,http://www.selectspecialtyhospitals.com/company/locations/dallas.aspx,N
1537,138,SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,323 E RIVERSIDE DR,EAGLE,ID,83616,(208) 367-5355,ADA,4,43.6889546,-116.3506934,http://www.saintalphonsus.org/,N
1538,43875783,UT HEALTH EAST TEXAS QUITMAN,117 WINNSBORO STREET,QUITMAN,TX,75783,(903) 763-6330,WOOD,2,32.79706946,-95.44291819,http://www.etmc.org/etmcquitman/,Y
1539,43779252,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER STREET,QUANAH,TX,79252,(940) 663-2795,HARDEMAN,42,34.29619436,-99.74154846,http://www.hcmhosp.com/,N
1540,44678681,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVENUE,ROUND ROCK,TX,78681,(512) 341-1000,WILLIAMSON,140,30.51110777,-97.7136084,http://www.stdavids.com/home.aspx,Y
1541,48479360,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,(432) 758-5811,GAINES,104,32.72162797,-102.6548789,http://www.seminolehospitaldistrict.com,Y
1542,48679079,SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN STREET,SHAMROCK,TX,79079,(806) 256-2114,WHEELER,116,35.1989674,-100.2481194,NOT AVAILABLE,Y
1543,20476132,LIFECARE HOSPITALS OF FORT WORTH,6201 OVERTON RIDGE BOULEVARD,FORT WORTH,TX,76132,(817) 370-6078,TARRANT,30,32.67905415,-97.42120446,http://www.lifecare-hospitals.com/hospital/ftworth,N
1544,21076104,KINDRED HOSPITAL - FORT WORTH,815 EIGHTH AVENUE,FORT WORTH,TX,76104,(817) 332-4812,TARRANT,131,32.73577378,-97.34335383,http://www.kindredfortworth.com/,Y
1545,21176132,REGENCY HOSPITAL OF FORT WORTH,6801 OAKMONT BOULEVARD,FORT WORTH,TX,76132,(847) 437-5500,TARRANT,174,32.66203254,-97.41423269,http://www.regencyhospital.com,N
1546,136979905,EL PASO CHILDREN'S HOSPITAL,4845 ALAMEDA AVENUE,EL PASO,TX,79905,(915) 242-8600,EL PASO,102,31.7715012,-106.433795,NOT AVAILABLE,Y
1547,121,OVERLOOK MEDICAL CENTER,1000 GALLOPING HILL RD,UNION,NJ,7083,(908) 522-6300,UNION,13,40.67481574,-74.26565452,NOT AVAILABLE,N
1548,10477530,KINDRED HOSPITAL EAST HOUSTON,15101 EAST FREEWAY,CHANNELVIEW,TX,77530,(772) 589-3187,HARRIS,14,29.77455376,-95.14465578,http://www.kheasthouston.com,N
1549,49975090,BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN,3601 NORTH CALAIS STREET,SHERMAN,TX,75090,(903) 813-9999,GRAYSON,160,33.67663535,-96.60185221,http://baylorsherman.com/,N
1550,51276574,BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,305 MALLARD LANE,TAYLOR,TX,76574,(512) 352-7611,WILLIAMSON,49,30.59094376,-97.41538166,http://www.sw.org/location/taylor-hospital,Y
1551,52575483,CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,115 AIRPORT ROAD,SULPHUR SPRINGS,TX,75483,(903) 439-4052,HOPKINS,192,33.15762802,-95.60014471,http://www.hcmh.com,Y
1552,24378550,SOLARA HOSPITAL HARLINGEN,508 VICTORIA LANE,HARLINGEN,TX,78550,(956) 425-9600,CAMERON,16,26.15982657,-97.67274526,http://www.chghospitals.com/harlingen/,N
1553,53875708,UNIVERSITY OF TEXAS HEALTH CENTER - TYLER,11937 HIGHWAY 271 NORTH,TYLER,TX,75708,(903) 541-4500,SMITH,83,32.42595009,-95.21342841,http://www.uthct.edu,Y
1554,33778041,LAREDO SPECIALTY HOSPITAL,2005 BUSTAMANTE STREET,LAREDO,TX,78041,(956) 753-5353,WEBB,33,27.53352938,-99.47363697,http://www.lsh.ernesthealth.com,N
1555,35979410,COVENANT SPECIALTY HOSPITAL,3815 20TH STREET,LUBBOCK,TX,79410,(806) 725-9200,LUBBOCK,55,33.5766576,-101.8970615,http://www.covenanthealth.org/view/facilities/specialty_hospital,N
1556,36876063,KINDRED HOSPITAL - MANSFIELD,1802 HIGHWAY 157 NORTH,MANSFIELD,TX,76063,(817) 473-6101,TARRANT,70,32.59903863,-97.14435357,http://www.kindredmansfield.com,N
1557,56676301,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS,TX,76301,(940) 764-7000,WICHITA,61,33.90243058,-98.50198079,http://www.urhcs.org,Y
1558,39878130,PAM SPECIALITY HOSPITAL OF NEW BRAUNFELS,1445 HANZ DRIVE,NEW BRAUNFELS,TX,78130,(830) 627-7600,COMAL,122,29.72926937,-98.10274189,http://www.warmsprings.org/our-facilities/hospitals/warm-springs-specialty-hospital-new-braunfels,N
1559,40077627,MID-JEFFERSON EXTENDED CARE HOSPITAL,2600 HIGHWAY 365,NEDERLAND,TX,77627,(409) 726-8700,JEFFERSON,130,29.95559858,-93.98687658,http://www.midjeffextendedcare.com/index.php,Y
1560,55877598,CORNERSTONE HOSPITAL OF HOUSTON - CLEAR LAKE,709 MEDICAL CENTER BOULEVARD,WEBSTER,TX,77598,(281) 332-3322,HARRIS,50,29.5374055,-95.12982931,http://www.chghospitals.com/webster/,N
1561,72978520,SOLARA HOSPITAL HARLINGEN  BROWNSVILLE CAMPUS,333 LORENALY DRIVE,BROWNSVILLE,TX,78520,(956) 546-0808,CAMERON,25,25.97380934,-97.50988921,http://www.chghospitals.com/brownsville/,N
1562,141277379,SPRING EXCELLENCE SURGICAL HOSPITAL LLC,20635 KUYKENDAHL ROAD,SPRING,TX,77379,(346) 331-4040,HARRIS,41,30.07097555,-95.51194911,http://springcentral.net/,N
1563,142477004,HERMANN DRIVE SURGICAL HOSPITAL LP,2001 HERMANN DRIVE,HOUSTON,TX,77004,(713) 285-5500,HARRIS,84,29.71857596,-95.38301935,http://hermanndrivesurgicalhospital.com/,N
1564,76377081,CORNERSTONE HOSPITAL HOUSTON - BELLAIRE,5314 DASHWOOD,HOUSTON,TX,77081,(713) 295-5300,HARRIS,77,29.7079608,-95.47391583,http://www.chghospitals.com/houston-bellaire/,N
1565,77377043,KINDRED HOSPITAL TOWN & COUNTRY,1120 BUSINESS CENTER DRIVE,HOUSTON,TX,77043,(281) 275-6000,HARRIS,71,29.78935442,-95.56687565,http://www.khtownandcountry.com/,N
1566,79177380,NEXUS SPECIALTY HOSPITAL - THE WOODLANDS,9128 SIX PINES DRIVE,THE WOODLANDS,TX,77380,(281) 364-0317,MONTGOMERY,37,30.17237239,-95.46065947,www.nexusspecialty.com,N
1567,14478744,AUSTIN VA OUTPATIENT CLINIC,7901 METROPOLIS DR,AUSTIN,TX,78744,(281) 725-5000,TRAVIS,75,30.20581604,-97.69028874,http://www.centraltexas.va.gov/,N
1568,38,THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,3315 S ALAMEDA ST,CORPUS CHRISTI,TX,78411,(361) 761-1400,NUECES,94,27.75277054,-97.38919228,http://ccmedicalcenter.com/,N
1569,50776502,BAYLOR SCOTT & WHITE MCLANE CHILDREN'S MEDICAL CENTER,1901 SOUTHWEST H. K. DODGEN LOOP,TEMPLE,TX,76502,(254) 771-8600,BELL,5,31.07254989,-97.37546506,https://www.swchildrens.org/pages/locations/hospital.aspx,Y
1570,32376549,ADVENTHEALTH CENTRAL TEXAS,2201 SOUTH CLEAR CREEK ROAD,KILLEEN,TX,76549,(254) 519-8165,BELL,151,31.11344991,-97.80167081,http://www.mplex.org,Y
1571,136877076,KINDRED HOSPITAL NORTH HOUSTON,7407 NORTH FREEWAY,HOUSTON,TX,77076,(337) 527-7034,HARRIS,89,29.86738019,-95.40800378,www.khnorthhouston.com,N
1572,5878102,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 EAST HOUSTON HIGHWAY,BEEVILLE,TX,78102,(361) 354-2125,BEE,182,28.40742754,-97.73154412,http://www.christusspohn.org,Y
1573,47,CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,11212 STATE HIGHWAY 151,SAN ANTONIO,TX,78251,(210) 703-8000,BEXAR,123,29.46673399,-98.69591046,http://www.christussantarosa.org/westoverhills,Y
1574,45778205,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,(210) 297-1020,BEXAR,47,29.43358894,-98.49264078,http://www.baptisthealthsystem.com,Y
1575,996819,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,(808) 432-0000,HONOLULU,153,21.36324847,-157.8999275,http://www.kaiserpermanente.org,Y
1576,1496750,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA ST,KEALAKEKUA,HI,96750,(808) 322-9311,HAWAII,20,19.52003097,-155.91741,http://www.kch.hhsc.org,N
1577,1596817,KUAKINI MEDICAL CENTER,347 NO KUAKINI ST,HONOLULU,HI,96817,(808) 536-2236,HONOLULU,139,21.32203997,-157.8569441,http://www.kuakini.org,N
1578,1978731,SETON SHOAL CREEK HOSPITAL,3501 MILLS AVENUE,AUSTIN,TX,78731,(512) 324-2000,TRAVIS,115,30.30592149,-97.74839994,http://www.seton.net/locations/shoal_creek/,N
1579,2878705,AUSTIN LAKES HOSPITAL,1025 EAST 32ND STREET,AUSTIN,TX,78705,(512) 544-5253,TRAVIS,180,30.28852104,-97.72434617,http://www.austinlakeshospital.com,Y
1580,15375115,HICKORY TRAIL HOSPITAL,2000 NORTH OLD HICKORY TRAIL,DE SOTO,TX,75115,(972) 298-7323,DALLAS,163,32.62823893,-96.86491473,http://www.hickorytrail.com,N
1581,16176201,UNIVERSITY BEHAVIORAL HEALTH OF DENTON,2026 WEST UNIVERSITY,DENTON,TX,76201,(940) 320-8100,DENTON,121,33.2312854,-97.15644671,http://www.ubhdenton.net,N
1582,18979902,EL PASO BEHAVIORAL HEALTH SYSTEM,1900 DENVER AVENUE,EL PASO,TX,79902,(915) 544-4000,EL PASO,144,31.7803651,-106.4759534,http://www.elpasobh.com/,N
1583,24278551,RIO GRANDE STATE CENTER,1401 SOUTH RANGERVILLE ROAD,HARLINGEN,TX,78551,(228) 436-1104,CAMERON,85,26.16067855,-97.70704055,http://www.dshs.state.tx.us/mhhospitals/riograndesc/default.shtm,N
1584,28977080,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER DRIVE,HOUSTON,TX,77080,(832) 834-7710,HARRIS,107,29.82342556,-95.54631033,http://www.houstonbehavioralhealth.com/,N
1585,32578028,KERRVILLE STATE HOSPITAL,721 THOMPSON DRIVE,KERRVILLE,TX,78028,(814) 371-2200,KERR,118,30.04685502,-99.15625399,http://www.dshs.state.tx.us/mhhospitals/kerrvillesh/default.shtm,N
1586,33977573,DEVEREUX TEXAS TREATMENT NETWORK,1150 DEVEREUX DRIVE,LEAGUE CITY,TX,77573,(281) 335-1000,GALVESTON,96,29.5068356,-95.10672113,http://www.devereux.org,N
1587,45676901,RIVER CREST HOSPITAL,1636 HUNTERS GLEN ROAD,SAN ANGELO,TX,76901,(325) 949-5722,TOM GREEN,39,31.44727436,-100.510233,http://www.rivercresthospital.com,N
1588,46578259,LAUREL RIDGE TREATMENT CENTER,17720 CORPORATE WOODS DRIVE,SAN ANTONIO,TX,78259,(210) 491-9400,BEXAR,100,29.60323065,-98.43788298,http://www.laurelridgetc.com,N
1589,52875160,TERRELL STATE HOSPITAL,1200 EAST BRIN STREET,TERRELL,TX,75160,(915) 407-7878,KAUFMAN,57,32.74075986,-96.26274185,http://www.dshs.state.tx.us/mhhospitals/terrellsh,N
1590,55376702,ASCENSION DEPAUL CENTER,301 LONDONDERRY DRIVE,WACO,TX,76702,(254) 776-5970,MCLENNAN,27,31.5110022,-97.19839717,http://www.providence.net/depaul/,Y
1591,137977429,LONE STAR BEHAVIORAL HEALTH CYPRESS,16303 GRANT ROAD,CYPRESS,TX,77429,(281) 516-6186,HARRIS,72,30.02427992,-95.66277086,http://www.lonestarbehavioralhealth.com/,N
1592,138977301,MONTGOMERY COUNTY MENTAL HEALTH TREATMENT FACILITY,700 HILBIG ROAD,CONROE,TX,77301,(936) 522-4200,MONTGOMERY,169,30.33578279,-95.44511056,NOT AVAILABLE,N
1593,140576123,MESA SPRINGS,5560 MESA SPRINGS DRIVE,FORT WORTH,TX,76123,(817) 292-4600,TARRANT,87,32.6398134,-97.41289763,http://www.mesasprings.com/,N
1594,140875902,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN,302 GLOBBERS KNOB ROAD,LUFKIN,TX,75902,(936) 632-2276,ANGELINA,141,31.30707384,-94.74573876,http://oceanslufkin.com/,N
1595,72677842,ROCK PRAIRIE BEHAVIORAL HEALTH,3550 NORMAND DRIVE,COLLEGE STATION,TX,77842,(979) 703-8848,BRAZOS,88,30.58055046,-96.29257915,http://www.rockprairiebh.com/,N
1596,143577035,HOPEBRIDGE HOSPITAL,5556 GASMER,HOUSTON,TX,77035,(713) 422-2600,HARRIS,155,29.65173635,-95.4777382,http://www.hopebridgehealth.com/,N
1597,74075034,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,5680 FRISCO SQUARE BOULEVARD,FRISCO,TX,75034,(469) 535-8000,COLLIN,28,33.15113861,-96.83785811,https://frisco.havenbehavioral.com/,N
1598,74175093,WELLBRIDGE HOSPITAL OF PLANO,4301 MAPLESHADE LANE,PLANO,TX,75093,(972) 596-5445,COLLIN,35,33.00580642,-96.776953,http://oceansplano.com/,N
1599,74775042,SUNDANCE HOSPITAL DALLAS,2696 W WALNUT ST,GARLAND,TX,75042,(469) 440-5566,DALLAS,111,32.91329646,-96.67016005,http://www.sundancehealthcare.com/dallas/,N
1600,75975090,TMC BEHAVIORAL HEALTH CENTER,2601 CORNERSTONE DRIVE,SHERMAN,TX,75090,(903) 416-3000,GRAYSON,44,33.66354355,-96.61335928,http://tmcbehavioralhealth.com/,N
1601,80776104,JPS HEALTH NETWORK - TRINITY SPRINGS NORTH,1000 ST LOUIS AVENUE,FORT WORTH,TX,76104,(817) 702-1088,TARRANT,179,32.73393445,-97.32864083,http://www.jpshealthnet.org/,N
1602,80976132,WELLBRIDGE HOSPITAL OF FORT WORTH,6200 OVERTON RIDGE BLVD,FORT WORTH,TX,76132,(817) 361-1991,TARRANT,76,32.68022009,-97.41917002,http://oceansfortworth.com/,N
1603,81578754,CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,(512) 215-3900,TRAVIS,164,30.338202,-97.67722948,http://www.crosscreekhospital.com/,N
1604,5354601,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,(608) 782-7300,LA CROSSE,145,43.79458602,-91.24696716,http://www.gundluth.org,Y
1605,2096748,MOLOKAI GENERAL HOSPITAL,280 HOME OLU PL,KAUNAKAKAI,HI,96748,(808) 553-5331,MAUI,184,21.09410802,-157.0172527,http://www.queens.org,N
1606,1096826,KAPIOLANI MEDICAL CENTER,1319 PUNAHOU ST,HONOLULU,HI,96826,(808) 983-6000,HONOLULU,98,21.3003561,-157.8337365,http://www.shrinershospitalsforchildren.org/locations/honolulu,N
1607,2296701,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA RD,AIEA,HI,96701,(808) 486-6000,HONOLULU,67,21.38347864,-157.9386956,http://www.kapiolani.org,N
1608,2778705,ST. DAVID'S REHABILITATION CENTER,1005 EAST 32ND STREET,AUSTIN,TX,78705,(512) 544-5100,TRAVIS,120,30.28968932,-97.72498576,http://www.stdavidsrehab.com/home.aspx,Y
1609,3078701,HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,1215 RED RIVER,AUSTIN,TX,78701,(308) 537-3661,TRAVIS,103,30.2731284,-97.73411294,http://www.healthsouthaustin.com,Y
1610,16476201,SELECT REHABILITATION HOSPITAL OF DENTON,2620 SCRIPTURE STREET,DENTON,TX,76201,(940) 297-6500,DENTON,74,33.21994092,-97.16784483,http://www.selectrehab-denton.com/,Y
1611,18279936,HIGHLANDS REGIONAL REHABILITATION HOSPITAL,1395 GEORGE DIETER DRIVE,EL PASO,TX,79936,(915) 298-7222,EL PASO,167,31.73216973,-106.3030273,http://www.highlandsrehab.com,N
1612,26577030,TIRR MEMORIAL HERMANN,1333 MOURSUND STREET,HOUSTON,TX,77030,(713) 799-5000,HARRIS,126,29.7093368,-95.39403896,http://www.memorialhermann.org/locations/tirr.html,N
1613,38479707,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIDLAND/ODESSA,1800 HERITAGE BOULEVARD,MIDLAND,TX,79707,(432) 520-1600,MIDLAND,120,31.99956331,-102.1559482,http://www.healthsouthmidland.com,N
1614,45178681,ENCOMPASS HEALTH HOSPITAL OF ROUND ROCK,1400 HESTER'S CROSSING,ROUND ROCK,TX,78681,(512) 244-4400,WILLIAMSON,194,30.4835233,-97.69343509,http://reliantcentraltx.com/,N
1615,46978229,WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONIO,5101 MEDICAL DRIVE,SAN ANTONIO,TX,78229,(210) 616-0100,BEXAR,95,29.51390899,-98.58695815,http://postacutemedical.com/our-facilities/outpatient-rehabilitation/warm-springs-rehabilitation-hospital-san-antonio/,Y
1616,52975504,CHRISTUS ST. MICHAEL REHABILITATION HOSPITAL,2400 ST MICHAEL DRIVE,TEXARKANA,TX,75504,(903) 614-4000,BOWIE,125,33.46503055,-94.07072522,http://www.christusstmichael.org/rehab,N
1617,53775701,UT HEALTH EAST TEXAS REHABILITATION HOSPITAL,701 OLYMPIC PLAZA CIRCLE,TYLER,TX,75701,(903) 596-3000,SMITH,69,32.33688776,-95.291956,http://www.etmc.org,Y
1618,134276132,BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,6601 HARRIS PARKWAY,FORT WORTH,TX,76132,(817) 433-9600,TARRANT,170,32.65421034,-97.41803838,http://www.baylorhealth.com/physicianslocations/bir/pages/default.aspx?cmpid=r_rehab,N
1619,134375034,BAYLOR INSTITUTE FOR REHABILITATION AT FRISCO,2990 LEGACY DRIVE,FRISCO,TX,75034,(469) 888-5100,COLLIN,159,33.10295419,-96.84038653,http://www.baylorhealth.com/physicianslocations/bir/inpatientlocationsprograms/birfrisco/pages/default.aspx,N
1620,137577065,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CYPRESS,13031 WORTHAM CENTER DRIVE,HOUSTON,TX,77065,(832) 280-2500,HARRIS,108,29.92033796,-95.61340961,www.healthsouth.com,N
1621,141077070,ENCOMPASS HEALTH REHABILITATION HOSPITAL THE VINTAGE,20180 CHASEWOOD PARK DRIVE,HOUSTON,TX,77070,(281) 205-5100,HARRIS,133,29.99017655,-95.57110864,http://www.healthsouththevintage.com/,N
1622,3735055,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35055,(256) 737-2598,CULLMAN,23,34.2013272,-86.80572957,http://www.crmchospital.com,Y
1623,72178247,WARM SPRINGS REHABILITATION HOSPITAL OF THOUSAND OAKS,14747 JONES MALTSBERGER ROAD,SAN ANTONIO,TX,78247,(210) 581-5300,BEXAR,128,29.57636556,-98.44485484,http://postacutemedical.com/our-facilities/outpatient-rehabilitation/warm-springs-rehabilitation-hospital-thousand-oaks/,N
1624,81478751,CENTRAL TEXAS REHABILIATION HOSPITAL,700 WEST 45TH STREET,AUSTIN,TX,78751,(512) 323-0756,TRAVIS,124,30.31227048,-97.73479337,http://www.khrehabcentraltexas.com/,N
1625,1676012,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,800 W. RANDOL MILL RD.,ARLINGTON,TX,76012,(817) 960-3500,TARRANT,147,32.74881532,-97.11560698,http://www.texashealth.org/arlington,Y
1626,5277707,CHRISTUS SOUTHEAST TEXAS ORTHOPEDIC SPECIALTY CENTER,3650 LAUREL AVENUE,BEAUMONT,TX,77707,(409) 838-0346,JEFFERSON,181,30.08338278,-94.1398084,http://beaumontbone.com/,N
1627,29777030,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,(713) 794-3498,HARRIS,62,29.70021194,-95.4090686,http://www.texasorthopedic.com,N
1628,43375093,BAYLOR SCOTT AND WHITE THE HEART HOSPITAL PLANO,1100 ALLIED DRIVE,PLANO,TX,75093,(469) 814-5599,COLLIN,11,33.01459949,-96.7893949,http://www.thehearthospital.com,Y
1629,57975231,TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS,7115 GREENVILLE AVENUE,DALLAS,TX,75231,(214) 647-5300,DALLAS,73,32.87687764,-96.76226157,http://www.texasinstituteforsurgery.com,N
1630,79678413,THE CORPUS CHRISTI MEDICAL CENTER - THE HEART HOSPITAL,7002 WILLIAMS DRIVE,CORPUS CHRISTI,TX,78413,(361) 761-6800,NUECES,56,27.69273454,-97.34576165,http://ccmedicalcenter.com/,Y
1631,81076177,WISE HEALTH SURGECAL HOSPITAL,3200 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,(817) 502-7300,TARRANT,119,32.89687799,-97.31290555,https://www.parkwaysurgicalhospital.com/,Y
1632,82578681,ST DAVIDS SURGICAL HOSPITAL A CAMPUS OF NORTH AUSTIN MEDICAL CTR,1201 W LOUIS HENNA BLVD,AUSTIN,TX,78681,(512) 901-1000,WILLIAMSON,142,30.47714096,-97.69045862,http://stdavids.com/,N
1633,4685711,CURAHEALTH HOSPITAL OF TUCSON,355 NORTH WILMOT,TUCSON,AZ,85711,(520) 584-4500,PIMA,7,32.22564684,-110.8585163,http://www.khtucson.com,N
1634,66585712,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712,(520) 324-4340,PIMA,22,32.25593768,-110.8761188,NOT AVAILABLE,N
1635,91535007,NOLAND HOSPITAL SHELBY  LLC,1000 FIRST STREET NORTH,ALABASTER,AL,35007,(205) 783-8440,SHELBY,43,33.25338552,-86.81298709,NOT AVAILABLE,Y
1636,4435631,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,(256) 768-8400,LAUDERDALE,9,34.79385803,-87.68285017,http://www.chgroup.org/ecm/,Y
1637,12954634,GUNDERSEN ST JOSEPHS HLTH SVCS,400 WATER AVE,HILLSBORO,WI,54634,(608) 489-8000,VERNON,24,43.64872608,-90.34520407,http://www.stjhealthcare.org,Y
1638,7335976,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,(256) 894-6712,MARSHALL,91,34.36491335,-86.42135153,http://www.mmcenters.com,Y
1639,1436109,CAVHCS WEST CAMPUS,215 PERRY HILL RD,MONTGOMERY,AL,36109,(334) 272-4670,MONTGOMERY,34,32.37699114,-86.24368522,http://www.centralalabama.va.gov/,N
1640,1035601,DECATUR MORGAN HOSPITAL - PARKWAY CAMPUS,1874 BELTLINE ROAD  S.W.,DECATUR,AL,35601,(256) 973-2000,MORGAN,114,34.57689679,-87.01580866,http://www.decaturgeneral.org/,N
1641,5935903,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF GADSDEN,801 GOODYEAR AVENUE,GADSDEN,AL,35903,(256) 439-5000,ETOWAH,8,34.00674122,-85.96848844,http://www.healthsouthgadsden.com/,Y
1642,1636302,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36302,(334) 793-5000,HOUSTON,58,31.23742999,-85.45704246,http://www.flowershospital.com,Y
1643,4135968,DEKALB REGIONAL MEDICAL CENTER,200 MEDICAL CENTER DRIVE,FORT PAYNE,AL,35968,(256) 845-3150,DEKALB,112,34.44127984,-85.75621837,http://www.dekalbregional.com,Y
1644,10435010,RUSSELL HOSPITAL,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,(256) 329-7146,TALLAPOOSA,148,32.93021327,-85.96956615,http://www.russellmedcenter.com/index.aspx,Y
1645,13535243,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,(205) 971-1000,JEFFERSON,52,33.43293355,-86.71744146,http://www.grandviewhealth.com/grandview/default.aspx,Y
1646,2896786,WAHIAWA GENERAL HOSPITAL,128 LEHUA ST,WAHIAWA,HI,96786,(808) 621-8411,HONOLULU,59,21.49890111,-158.0259137,http://www.wahiawageneral.org,N
1647,796706,KAHI MOHALA,91-2301 FORT WEAVER RD,EWA BEACH,HI,96706,(808) 671-8511,HONOLULU,48,21.37393687,-158.0340265,http://www.kahimohala.org,N
1648,5435021,MEDICAL WEST  AN AFFILIATE OF UAB HEALTH SYSTEM,995 NINTH AVENUE SOUTHWEST,BESSEMER,AL,35021,(205) 481-7118,JEFFERSON,157,33.37184831,-86.99074849,http://www.medicalwesthospital.org,Y
1649,696720,HILO MEDICAL CENTER,1190 WAIANUENUE AVE,HILO,HI,96720,(808) 974-4700,HAWAII,136,19.7181397,-155.1128419,http://www.hmc.hhsc.org,Y
1650,3251012,CHEROKEE MENTAL HEALTH INSTITUTE,1200 WEST CEDAR STREET,CHEROKEE,IA,51012,(712) 225-2594,CHEROKEE,18,42.75716285,-95.57261431,http://www.dhs.state.ia.us,N
